dimension_index,feature_group,candidate_slot,feature_name,source_field,encoding_rule,padding_rule,korean_description,why_used,value_meaning
100,candidate,4,visibility,candidate.visibility,clamp(value),0 when candidate slot is absent,후보 요소 4번의 후보 요소의 가시성 정도,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,모델 입력을 위해 0~1 범위로 변환한 수치
101,candidate,4,bbox_x,candidate.bbox[0],clamp(value / 4096),0 when candidate slot is absent,후보 요소 4번의 후보 요소 왼쪽 시작 위치,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
102,candidate,4,bbox_y,candidate.bbox[1],clamp(value / 4096),0 when candidate slot is absent,후보 요소 4번의 후보 요소 위쪽 시작 위치,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
103,candidate,4,bbox_width,candidate.bbox[2],clamp(value / 4096),0 when candidate slot is absent,후보 요소 4번의 후보 요소의 너비,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
104,candidate,4,bbox_height,candidate.bbox[3],clamp(value / 4096),0 when candidate slot is absent,후보 요소 4번의 후보 요소의 높이,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
105,candidate,4,has_text,candidate.has_text,boolean,0 when candidate slot is absent,후보 요소 4번의 후보 요소에 읽을 수 있는 텍스트가 있는지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
106,candidate,4,text_length,candidate.text_length,clamp(value / 512),0 when candidate slot is absent,후보 요소 4번의 후보 요소 텍스트의 길이,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
107,candidate,4,has_data_bug_id,candidate.has_data_bug_id,boolean,0 when candidate slot is absent,후보 요소 4번의 오류 정답 식별자인 data-bug-id 보유 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
108,candidate,4,has_data_testid,candidate.has_data_testid,boolean,0 when candidate slot is absent,후보 요소 4번의 테스트용 식별자인 data-testid 보유 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
109,candidate,5,role_button,candidate.role,1 if role == button else 0,0 when candidate slot is absent,후보 요소 5번의 역할이 'button'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 button 역할, 0이면 다른 역할"
110,candidate,5,role_link,candidate.role,1 if role == link else 0,0 when candidate slot is absent,후보 요소 5번의 역할이 'link'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 link 역할, 0이면 다른 역할"
111,candidate,5,role_textbox,candidate.role,1 if role == textbox else 0,0 when candidate slot is absent,후보 요소 5번의 역할이 'textbox'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 textbox 역할, 0이면 다른 역할"
112,candidate,5,role_combobox,candidate.role,1 if role == combobox else 0,0 when candidate slot is absent,후보 요소 5번의 역할이 'combobox'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 combobox 역할, 0이면 다른 역할"
113,candidate,5,role_checkbox,candidate.role,1 if role == checkbox else 0,0 when candidate slot is absent,후보 요소 5번의 역할이 'checkbox'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 checkbox 역할, 0이면 다른 역할"
114,candidate,5,role_radio,candidate.role,1 if role == radio else 0,0 when candidate slot is absent,후보 요소 5번의 역할이 'radio'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 radio 역할, 0이면 다른 역할"
115,candidate,5,role_menuitem,candidate.role,1 if role == menuitem else 0,0 when candidate slot is absent,후보 요소 5번의 역할이 'menuitem'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 menuitem 역할, 0이면 다른 역할"
116,candidate,5,role_tab,candidate.role,1 if role == tab else 0,0 when candidate slot is absent,후보 요소 5번의 역할이 'tab'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 tab 역할, 0이면 다른 역할"
117,candidate,5,visible,candidate.visible,boolean,0 when candidate slot is absent,후보 요소 5번의 후보 요소가 화면에 보이는지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
118,candidate,5,enabled,candidate.enabled,boolean,0 when candidate slot is absent,후보 요소 5번의 후보 요소가 활성화되어 조작 가능한지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
119,candidate,5,clickable,candidate.clickable,boolean,0 when candidate slot is absent,후보 요소 5번의 후보 요소가 클릭 가능한지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
120,candidate,5,visibility,candidate.visibility,clamp(value),0 when candidate slot is absent,후보 요소 5번의 후보 요소의 가시성 정도,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,모델 입력을 위해 0~1 범위로 변환한 수치
121,candidate,5,bbox_x,candidate.bbox[0],clamp(value / 4096),0 when candidate slot is absent,후보 요소 5번의 후보 요소 왼쪽 시작 위치,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
122,candidate,5,bbox_y,candidate.bbox[1],clamp(value / 4096),0 when candidate slot is absent,후보 요소 5번의 후보 요소 위쪽 시작 위치,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
123,candidate,5,bbox_width,candidate.bbox[2],clamp(value / 4096),0 when candidate slot is absent,후보 요소 5번의 후보 요소의 너비,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
124,candidate,5,bbox_height,candidate.bbox[3],clamp(value / 4096),0 when candidate slot is absent,후보 요소 5번의 후보 요소의 높이,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
125,candidate,5,has_text,candidate.has_text,boolean,0 when candidate slot is absent,후보 요소 5번의 후보 요소에 읽을 수 있는 텍스트가 있는지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
126,candidate,5,text_length,candidate.text_length,clamp(value / 512),0 when candidate slot is absent,후보 요소 5번의 후보 요소 텍스트의 길이,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
127,candidate,5,has_data_bug_id,candidate.has_data_bug_id,boolean,0 when candidate slot is absent,후보 요소 5번의 오류 정답 식별자인 data-bug-id 보유 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
128,candidate,5,has_data_testid,candidate.has_data_testid,boolean,0 when candidate slot is absent,후보 요소 5번의 테스트용 식별자인 data-testid 보유 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
129,candidate,6,role_button,candidate.role,1 if role == button else 0,0 when candidate slot is absent,후보 요소 6번의 역할이 'button'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 button 역할, 0이면 다른 역할"
130,candidate,6,role_link,candidate.role,1 if role == link else 0,0 when candidate slot is absent,후보 요소 6번의 역할이 'link'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 link 역할, 0이면 다른 역할"
131,candidate,6,role_textbox,candidate.role,1 if role == textbox else 0,0 when candidate slot is absent,후보 요소 6번의 역할이 'textbox'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 textbox 역할, 0이면 다른 역할"
132,candidate,6,role_combobox,candidate.role,1 if role == combobox else 0,0 when candidate slot is absent,후보 요소 6번의 역할이 'combobox'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 combobox 역할, 0이면 다른 역할"
133,candidate,6,role_checkbox,candidate.role,1 if role == checkbox else 0,0 when candidate slot is absent,후보 요소 6번의 역할이 'checkbox'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 checkbox 역할, 0이면 다른 역할"
134,candidate,6,role_radio,candidate.role,1 if role == radio else 0,0 when candidate slot is absent,후보 요소 6번의 역할이 'radio'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 radio 역할, 0이면 다른 역할"
135,candidate,6,role_menuitem,candidate.role,1 if role == menuitem else 0,0 when candidate slot is absent,후보 요소 6번의 역할이 'menuitem'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 menuitem 역할, 0이면 다른 역할"
136,candidate,6,role_tab,candidate.role,1 if role == tab else 0,0 when candidate slot is absent,후보 요소 6번의 역할이 'tab'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 tab 역할, 0이면 다른 역할"
137,candidate,6,visible,candidate.visible,boolean,0 when candidate slot is absent,후보 요소 6번의 후보 요소가 화면에 보이는지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
138,candidate,6,enabled,candidate.enabled,boolean,0 when candidate slot is absent,후보 요소 6번의 후보 요소가 활성화되어 조작 가능한지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
139,candidate,6,clickable,candidate.clickable,boolean,0 when candidate slot is absent,후보 요소 6번의 후보 요소가 클릭 가능한지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
140,candidate,6,visibility,candidate.visibility,clamp(value),0 when candidate slot is absent,후보 요소 6번의 후보 요소의 가시성 정도,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,모델 입력을 위해 0~1 범위로 변환한 수치
141,candidate,6,bbox_x,candidate.bbox[0],clamp(value / 4096),0 when candidate slot is absent,후보 요소 6번의 후보 요소 왼쪽 시작 위치,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
